input_text,target_text
"Pregunta: ¿Qué costo tiene el trámite Registro de obras artísticas (programas de computación o software), para personas naturales  y juridicas extranjeras.? Respuesta:",Bs. 60.
"Pregunta: ¿Cuál es el objetivo del trámite Registro de obras artísticas (programas de computación o software), para personas naturales  y juridicas extranjeras.? Respuesta:",autor titular puede solicitar registro direccion objeto obtener mayor seguridad juridica respecto obras literarias artisticas cientificas ademas contratos actos versen derecho autor derechos conexos expresion conjunto instrucciones mediante palabras codigos plane cualquier forma ser incorporadas dispositivo lectura automatizada capaz hacer ordenador aparato electronico similar capaz elaborar informaciones ejecute determinada tarea u obtenga determinado resultado programa ordenador comprende tambien documentacion tecnica manuales uso • si contenido obra existieran fotografias cuadros imagenes etc debera citar fuente obtenidos ademas citar bibliografia consultada • solicitude registro incluyan logotipos institucionales marcas fotografias imagen personal u obras general cuyo periodo proteccion siga vigente debe presentarse correspondientes autorizaciones expresas uso • trate solicitude registros compilaciones literaria artisticas cientificas debera mencionar titulo compilacion individualizar obras conforman debiendo llenar formulario cada obra • admiten tachaduras enmendaduras escrituras toda vez documentacion presentada constituye declaracion jurada
"Pregunta: ¿Qué pasos debo seguir para realizar el trámite Registro de obras artísticas (programas de computación o software), para personas naturales  y juridicas extranjeras.? Respuesta:",recabar requisitos indicadosrealizar pagos correspondientes banco union debe tomar cuenta vigencia deposito dia habiles llenar imprimir formulario solicitud registro derecho autor encuentra paginas web institucion wwwsenapigobbo wwwsenapicom debe consignar manera clara siguiente informacion datos obra datos autor autores si ma imprimir anexo formulario varios autores datos titular datos solicitante tramite registro presentacion requisitos orden numerado dentro manila cerrar rotular ventanillas oficinas senapi derivacion ventanilla previa verificacion requisitos canje depositos direccion derecho autor caso tener requisitos orden funcionario elabora resolucion administrativa registro caso tener requisitos orden debe ser subsanados volver punto recoger documento registro ventanilla unica regional plazo dia habiles administrativos
"Pregunta: ¿Qué duración tiene el trámite Registro de obras artísticas (programas de computación o software), para personas naturales  y juridicas extranjeras.? Respuesta:","0 meses, 5.0 días, Desconocido horas, Desconocido minutos."
"Pregunta: ¿Qué costo tiene el trámite Registro de obras artísticas (programas de computación o software), para personas naturales  y juridicas extranjeras.? Respuesta:",Bs. 60.
"Pregunta: ¿Cuál es el objetivo del trámite Registro de obras artísticas (programas de computación o software), para personas naturales  y juridicas extranjeras.? Respuesta:",autor titular puede solicitar registro direccion objeto obtener mayor seguridad juridica respecto obras literarias artisticas cientificas ademas contratos actos versen derecho autor derechos conexos expresion conjunto instrucciones mediante palabras codigos plane cualquier forma ser incorporadas dispositivo lectura automatizada capaz hacer ordenador aparato electronico similar capaz elaborar informaciones ejecute determinada tarea u obtenga determinado resultado programa ordenador comprende tambien documentacion tecnica manuales uso • si contenido obra existieran fotografias cuadros imagenes etc debera citar fuente obtenidos ademas citar bibliografia consultada • solicitude registro incluyan logotipos institucionales marcas fotografias imagen personal u obras general cuyo periodo proteccion siga vigente debe presentarse correspondientes autorizaciones expresas uso • trate solicitude registros compilaciones literaria artisticas cientificas debera mencionar titulo compilacion individualizar obras conforman debiendo llenar formulario cada obra • admiten tachaduras enmendaduras escrituras toda vez documentacion presentada constituye declaracion jurada
"Pregunta: ¿Qué pasos debo seguir para realizar el trámite Registro de obras artísticas (obras contrato y otros actos), para personas naturales y juridicas bolivianas.? Respuesta:",recabar requisitos indicadosrealizar pagos correspondientes banco union debe tomar cuenta vigencia deposito dia habiles llenar imprimir formulario solicitud registro derecho autor encuentra paginas web institucion wwwsenapigobbo wwwsenapicom debe consignar manera clara siguiente informacion datos obra datos autor autores si ma imprimir anexo formulario varios autores datos titular datos solicitante tramite registro presentacion requisitos orden numerado dentro manila cerrar rotular ventanillas oficinas senapi derivacion ventanilla previa verificacion requisitos canje depositos direccion derecho autor caso tener requisitos orden funcionario elabora resolucion administrativa registro caso tener requisitos orden debe ser subsanados volver punto recoger documento registro ventanilla unica regional plazo dia habiles administrativos
"Pregunta: ¿Qué duración tiene el trámite Registro de obras artísticas (obras contrato y otros actos), para personas naturales y juridicas bolivianas.? Respuesta:","0 meses, 5.0 días, Desconocido horas, Desconocido minutos."
"Pregunta: ¿Qué costo tiene el trámite Registro de obras artísticas (obras contrato y otros actos), para personas naturales y juridicas bolivianas.? Respuesta:",Bs. 50.
"Pregunta: ¿Cuál es el objetivo del trámite Registro de obras artísticas (obras contrato y otros actos), para personas naturales y juridicas bolivianas.? Respuesta:",autor titular puede solicitar registro direccion objeto obtener mayor seguridad juridica respecto obras literarias artisticas cientificas ademas contratos actos versen derecho autor derechos conexos expresion conjunto instrucciones mediante palabras codigos plane cualquier forma ser incorporadas dispositivo lectura automatizada capaz hacer ordenador aparato electronico similar capaz elaborar informaciones ejecute determinada tarea u obtenga determinado resultado programa ordenador comprende tambien documentacion tecnica manuales uso • si contenido obra existieran fotografias cuadros imagenes etc debera citar fuente obtenidos ademas citar bibliografia consultada • solicitude registro incluyan logotipos institucionales marcas fotografias imagen personal u obras general cuyo periodo proteccion siga vigente debe presentarse correspondientes autorizaciones expresas uso • trate solicitude registros compilaciones literaria artisticas cientificas debera mencionar titulo compilacion individualizar obras conforman debiendo llenar formulario cada obra • admiten tachaduras enmendaduras escrituras toda vez documentacion presentada constituye declaracion jurada
"Pregunta: ¿Qué pasos debo seguir para realizar el trámite Registro de obras artísticas (obras contrato y otros actos), para personas naturales y juridicas bolivianas.? Respuesta:",recabar requisitos indicadosrealizar pagos correspondientes banco union debe tomar cuenta vigencia deposito dia habiles llenar imprimir formulario solicitud registro derecho autor encuentra paginas web institucion wwwsenapigobbo wwwsenapicom debe consignar manera clara siguiente informacion datos obra datos autor autores si ma imprimir anexo formulario varios autores datos titular datos solicitante tramite registro presentacion requisitos orden numerado dentro manila cerrar rotular ventanillas oficinas senapi derivacion ventanilla previa verificacion requisitos canje depositos direccion derecho autor caso tener requisitos orden funcionario elabora resolucion administrativa registro caso tener requisitos orden debe ser subsanados volver punto recoger documento registro ventanilla unica regional plazo dia habiles administrativos
"Pregunta: ¿Qué duración tiene el trámite Registro de obras artísticas (obras contrato y otros actos), para personas naturales y juridicas bolivianas.? Respuesta:","0 meses, 5.0 días, Desconocido horas, Desconocido minutos."
"Pregunta: ¿Qué costo tiene el trámite Registro de obras artísticas (obras contrato y otros actos), para personas naturales y juridicas bolivianas.? Respuesta:",Bs. 50.
"Pregunta: ¿Cuál es el objetivo del trámite Registro de obras artísticas (obras contrato y otros actos), para personas naturales y juridicas bolivianas.? Respuesta:",autor titular puede solicitar registro direccion objeto obtener mayor seguridad juridica respecto obras literarias artisticas cientificas ademas contratos actos versen derecho autor derechos conexos expresion conjunto instrucciones mediante palabras codigos plane cualquier forma ser incorporadas dispositivo lectura automatizada capaz hacer ordenador aparato electronico similar capaz elaborar informaciones ejecute determinada tarea u obtenga determinado resultado programa ordenador comprende tambien documentacion tecnica manuales uso • si contenido obra existieran fotografias cuadros imagenes etc debera citar fuente obtenidos ademas citar bibliografia consultada • solicitude registro incluyan logotipos institucionales marcas fotografias imagen personal u obras general cuyo periodo proteccion siga vigente debe presentarse correspondientes autorizaciones expresas uso • trate solicitude registros compilaciones literaria artisticas cientificas debera mencionar titulo compilacion individualizar obras conforman debiendo llenar formulario cada obra • admiten tachaduras enmendaduras escrituras toda vez documentacion presentada constituye declaracion jurada
"Pregunta: ¿Qué pasos debo seguir para realizar el trámite Registro de obras artísticas (obras contrato y otros actos), para personas naturales y juridicas bolivianas.? Respuesta:",recabar requisitos indicadosrealizar pagos correspondientes banco union debe tomar cuenta vigencia deposito dia habiles llenar imprimir formulario solicitud registro derecho autor encuentra paginas web institucion wwwsenapigobbo wwwsenapicom debe consignar manera clara siguiente informacion datos obra datos autor autores si ma imprimir anexo formulario varios autores datos titular datos solicitante tramite registro presentacion requisitos orden numerado dentro manila cerrar rotular ventanillas oficinas senapi derivacion ventanilla previa verificacion requisitos canje depositos direccion derecho autor caso tener requisitos orden funcionario elabora resolucion administrativa registro caso tener requisitos orden debe ser subsanados volver punto recoger documento registro ventanilla unica regional plazo dia habiles administrativos
"Pregunta: ¿Qué duración tiene el trámite Registro de obras artísticas (obras contrato y otros actos), para personas naturales y juridicas bolivianas.? Respuesta:","0 meses, 5.0 días, Desconocido horas, Desconocido minutos."
"Pregunta: ¿Qué costo tiene el trámite Registro de obras artísticas (obras contrato y otros actos), para personas naturales y juridicas bolivianas.? Respuesta:",Bs. 50.
"Pregunta: ¿Cuál es el objetivo del trámite Registro de obras artísticas (obras contrato y otros actos), para personas naturales y juridicas bolivianas.? Respuesta:",autor titular puede solicitar registro direccion objeto obtener mayor seguridad juridica respecto obras literarias artisticas cientificas ademas contratos actos versen derecho autor derechos conexos expresion conjunto instrucciones mediante palabras codigos plane cualquier forma ser incorporadas dispositivo lectura automatizada capaz hacer ordenador aparato electronico similar capaz elaborar informaciones ejecute determinada tarea u obtenga determinado resultado programa ordenador comprende tambien documentacion tecnica manuales uso • si contenido obra existieran fotografias cuadros imagenes etc debera citar fuente obtenidos ademas citar bibliografia consultada • solicitude registro incluyan logotipos institucionales marcas fotografias imagen personal u obras general cuyo periodo proteccion siga vigente debe presentarse correspondientes autorizaciones expresas uso • trate solicitude registros compilaciones literaria artisticas cientificas debera mencionar titulo compilacion individualizar obras conforman debiendo llenar formulario cada obra • admiten tachaduras enmendaduras escrituras toda vez documentacion presentada constituye declaracion jurada
"Pregunta: ¿Qué pasos debo seguir para realizar el trámite Registro de obras artísticas (obras contrato y otros actos), para personas naturales y juridicas bolivianas.? Respuesta:",recabar requisitos indicadosrealizar pagos correspondientes banco union debe tomar cuenta vigencia deposito dia habiles llenar imprimir formulario solicitud registro derecho autor encuentra paginas web institucion wwwsenapigobbo wwwsenapicom debe consignar manera clara siguiente informacion datos obra datos autor autores si ma imprimir anexo formulario varios autores datos titular datos solicitante tramite registro presentacion requisitos orden numerado dentro manila cerrar rotular ventanillas oficinas senapi derivacion ventanilla previa verificacion requisitos canje depositos direccion derecho autor caso tener requisitos orden funcionario elabora resolucion administrativa registro caso tener requisitos orden debe ser subsanados volver punto recoger documento registro ventanilla unica regional plazo dia habiles administrativos
"Pregunta: ¿Qué duración tiene el trámite Registro de obras artísticas (obras contrato y otros actos), para personas naturales y juridicas bolivianas.? Respuesta:","0 meses, 5.0 días, Desconocido horas, Desconocido minutos."
"Pregunta: ¿Qué costo tiene el trámite Registro de obras artísticas (obras contrato y otros actos), para personas naturales y juridicas bolivianas.? Respuesta:",Bs. 60.
"Pregunta: ¿Cuál es el objetivo del trámite Registro de obras artísticas (obras contrato y otros actos), para personas naturales y juridicas bolivianas.? Respuesta:",autor titular puede solicitar registro direccion objeto obtener mayor seguridad juridica respecto obras literarias artisticas cientificas ademas contratos actos versen derecho autor derechos conexos expresion conjunto instrucciones mediante palabras codigos plane cualquier forma ser incorporadas dispositivo lectura automatizada capaz hacer ordenador aparato electronico similar capaz elaborar informaciones ejecute determinada tarea u obtenga determinado resultado programa ordenador comprende tambien documentacion tecnica manuales uso • si contenido obra existieran fotografias cuadros imagenes etc debera citar fuente obtenidos ademas citar bibliografia consultada • solicitude registro incluyan logotipos institucionales marcas fotografias imagen personal u obras general cuyo periodo proteccion siga vigente debe presentarse correspondientes autorizaciones expresas uso • trate solicitude registros compilaciones literaria artisticas cientificas debera mencionar titulo compilacion individualizar obras conforman debiendo llenar formulario cada obra • admiten tachaduras enmendaduras escrituras toda vez documentacion presentada constituye declaracion jurada
"Pregunta: ¿Qué pasos debo seguir para realizar el trámite Registro de obras artísticas (obras contrato y otros actos), para personas naturales y juridicas bolivianas.? Respuesta:",recabar requisitos indicadosrealizar pagos correspondientes banco union debe tomar cuenta vigencia deposito dia habiles llenar imprimir formulario solicitud registro derecho autor encuentra paginas web institucion wwwsenapigobbo wwwsenapicom debe consignar manera clara siguiente informacion datos obra datos autor autores si ma imprimir anexo formulario varios autores datos titular datos solicitante tramite registro presentacion requisitos orden numerado dentro manila cerrar rotular ventanillas oficinas senapi derivacion ventanilla previa verificacion requisitos canje depositos direccion derecho autor caso tener requisitos orden funcionario elabora resolucion administrativa registro caso tener requisitos orden debe ser subsanados volver punto recoger documento registro ventanilla unica regional plazo dia habiles administrativos
"Pregunta: ¿Qué duración tiene el trámite Registro de obras artísticas (obras contrato y otros actos), para personas naturales y juridicas bolivianas.? Respuesta:","0 meses, 5.0 días, Desconocido horas, Desconocido minutos."
"Pregunta: ¿Qué costo tiene el trámite Registro de obras artísticas (obras contrato y otros actos), para personas naturales y juridicas bolivianas.? Respuesta:",Bs. 60.
"Pregunta: ¿Cuál es el objetivo del trámite Registro de obras artísticas (obras contrato y otros actos), para personas naturales y juridicas bolivianas.? Respuesta:",autor titular puede solicitar registro direccion objeto obtener mayor seguridad juridica respecto obras literarias artisticas cientificas ademas contratos actos versen derecho autor derechos conexos expresion conjunto instrucciones mediante palabras codigos plane cualquier forma ser incorporadas dispositivo lectura automatizada capaz hacer ordenador aparato electronico similar capaz elaborar informaciones ejecute determinada tarea u obtenga determinado resultado programa ordenador comprende tambien documentacion tecnica manuales uso • si contenido obra existieran fotografias cuadros imagenes etc debera citar fuente obtenidos ademas citar bibliografia consultada • solicitude registro incluyan logotipos institucionales marcas fotografias imagen personal u obras general cuyo periodo proteccion siga vigente debe presentarse correspondientes autorizaciones expresas uso • trate solicitude registros compilaciones literaria artisticas cientificas debera mencionar titulo compilacion individualizar obras conforman debiendo llenar formulario cada obra • admiten tachaduras enmendaduras escrituras toda vez documentacion presentada constituye declaracion jurada
"Pregunta: ¿Qué pasos debo seguir para realizar el trámite Registro de obras artísticas (obras contrato y otros actos), para personas naturales y juridicas bolivianas.? Respuesta:",recabar requisitos indicadosrealizar pagos correspondientes banco union debe tomar cuenta vigencia deposito dia habiles llenar imprimir formulario solicitud registro derecho autor encuentra paginas web institucion wwwsenapigobbo wwwsenapicom debe consignar manera clara siguiente informacion datos obra datos autor autores si ma imprimir anexo formulario varios autores datos titular datos solicitante tramite registro presentacion requisitos orden numerado dentro manila cerrar rotular ventanillas oficinas senapi derivacion ventanilla previa verificacion requisitos canje depositos direccion derecho autor caso tener requisitos orden funcionario elabora resolucion administrativa registro caso tener requisitos orden debe ser subsanados volver punto recoger documento registro ventanilla unica regional plazo dia habiles administrativos
"Pregunta: ¿Qué duración tiene el trámite Registro de obras artísticas (obras contrato y otros actos), para personas naturales y juridicas bolivianas.? Respuesta:","0 meses, 5.0 días, Desconocido horas, Desconocido minutos."
"Pregunta: ¿Qué costo tiene el trámite Registro de obras artísticas (obras contrato y otros actos), para personas naturales y juridicas bolivianas.? Respuesta:",Bs. 60.
"Pregunta: ¿Cuál es el objetivo del trámite Registro de obras artísticas (obras contrato y otros actos), para personas naturales y juridicas bolivianas.? Respuesta:",autor titular puede solicitar registro direccion objeto obtener mayor seguridad juridica respecto obras literarias artisticas cientificas ademas contratos actos versen derecho autor derechos conexos expresion conjunto instrucciones mediante palabras codigos plane cualquier forma ser incorporadas dispositivo lectura automatizada capaz hacer ordenador aparato electronico similar capaz elaborar informaciones ejecute determinada tarea u obtenga determinado resultado programa ordenador comprende tambien documentacion tecnica manuales uso • si contenido obra existieran fotografias cuadros imagenes etc debera citar fuente obtenidos ademas citar bibliografia consultada • solicitude registro incluyan logotipos institucionales marcas fotografias imagen personal u obras general cuyo periodo proteccion siga vigente debe presentarse correspondientes autorizaciones expresas uso • trate solicitude registros compilaciones literaria artisticas cientificas debera mencionar titulo compilacion individualizar obras conforman debiendo llenar formulario cada obra • admiten tachaduras enmendaduras escrituras toda vez documentacion presentada constituye declaracion jurada
"Pregunta: ¿Qué pasos debo seguir para realizar el trámite Registro de obras artísticas (obras contrato y otros actos), para personas naturales  y juridicas extranjeras.? Respuesta:",recabar requisitos indicadosrealizar pagos correspondientes banco union debe tomar cuenta vigencia deposito dia habiles llenar imprimir formulario solicitud registro derecho autor encuentra paginas web institucion wwwsenapigobbo wwwsenapicom debe consignar manera clara siguiente informacion datos obra datos autor autores si ma imprimir anexo formulario varios autores datos titular datos solicitante tramite registro presentacion requisitos orden numerado dentro manila cerrar rotular ventanillas oficinas senapi derivacion ventanilla previa verificacion requisitos canje depositos direccion derecho autor caso tener requisitos orden funcionario elabora resolucion administrativa registro caso tener requisitos orden debe ser subsanados volver punto recoger documento registro ventanilla unica regional plazo dia habiles administrativos
"Pregunta: ¿Qué duración tiene el trámite Registro de obras artísticas (obras contrato y otros actos), para personas naturales  y juridicas extranjeras.? Respuesta:","0 meses, 5.0 días, Desconocido horas, Desconocido minutos."
"Pregunta: ¿Qué costo tiene el trámite Registro de obras artísticas (obras contrato y otros actos), para personas naturales  y juridicas extranjeras.? Respuesta:",Bs. 100.
"Pregunta: ¿Cuál es el objetivo del trámite Registro de obras artísticas (obras contrato y otros actos), para personas naturales  y juridicas extranjeras.? Respuesta:",autor titular puede solicitar registro direccion objeto obtener mayor seguridad juridica respecto obras literarias artisticas cientificas ademas contratos actos versen derecho autor derechos conexos expresion conjunto instrucciones mediante palabras codigos plane cualquier forma ser incorporadas dispositivo lectura automatizada capaz hacer ordenador aparato electronico similar capaz elaborar informaciones ejecute determinada tarea u obtenga determinado resultado programa ordenador comprende tambien documentacion tecnica manuales uso • si contenido obra existieran fotografias cuadros imagenes etc debera citar fuente obtenidos ademas citar bibliografia consultada • solicitude registro incluyan logotipos institucionales marcas fotografias imagen personal u obras general cuyo periodo proteccion siga vigente debe presentarse correspondientes autorizaciones expresas uso • trate solicitude registros compilaciones literaria artisticas cientificas debera mencionar titulo compilacion individualizar obras conforman debiendo llenar formulario cada obra • admiten tachaduras enmendaduras escrituras toda vez documentacion presentada constituye declaracion jurada
"Pregunta: ¿Qué pasos debo seguir para realizar el trámite Registro de obras artísticas (obras contrato y otros actos), para personas naturales  y juridicas extranjeras.? Respuesta:",recabar requisitos indicadosrealizar pagos correspondientes banco union debe tomar cuenta vigencia deposito dia habiles llenar imprimir formulario solicitud registro derecho autor encuentra paginas web institucion wwwsenapigobbo wwwsenapicom debe consignar manera clara siguiente informacion datos obra datos autor autores si ma imprimir anexo formulario varios autores datos titular datos solicitante tramite registro presentacion requisitos orden numerado dentro manila cerrar rotular ventanillas oficinas senapi derivacion ventanilla previa verificacion requisitos canje depositos direccion derecho autor caso tener requisitos orden funcionario elabora resolucion administrativa registro caso tener requisitos orden debe ser subsanados volver punto recoger documento registro ventanilla unica regional plazo dia habiles administrativos
"Pregunta: ¿Qué duración tiene el trámite Registro de obras artísticas (obras contrato y otros actos), para personas naturales  y juridicas extranjeras.? Respuesta:","0 meses, 5.0 días, Desconocido horas, Desconocido minutos."
"Pregunta: ¿Qué costo tiene el trámite Registro de obras artísticas (obras contrato y otros actos), para personas naturales  y juridicas extranjeras.? Respuesta:",Bs. 100.
"Pregunta: ¿Cuál es el objetivo del trámite Registro de obras artísticas (obras contrato y otros actos), para personas naturales  y juridicas extranjeras.? Respuesta:",autor titular puede solicitar registro direccion objeto obtener mayor seguridad juridica respecto obras literarias artisticas cientificas ademas contratos actos versen derecho autor derechos conexos expresion conjunto instrucciones mediante palabras codigos plane cualquier forma ser incorporadas dispositivo lectura automatizada capaz hacer ordenador aparato electronico similar capaz elaborar informaciones ejecute determinada tarea u obtenga determinado resultado programa ordenador comprende tambien documentacion tecnica manuales uso • si contenido obra existieran fotografias cuadros imagenes etc debera citar fuente obtenidos ademas citar bibliografia consultada • solicitude registro incluyan logotipos institucionales marcas fotografias imagen personal u obras general cuyo periodo proteccion siga vigente debe presentarse correspondientes autorizaciones expresas uso • trate solicitude registros compilaciones literaria artisticas cientificas debera mencionar titulo compilacion individualizar obras conforman debiendo llenar formulario cada obra • admiten tachaduras enmendaduras escrituras toda vez documentacion presentada constituye declaracion jurada
"Pregunta: ¿Qué pasos debo seguir para realizar el trámite Registro de obras artísticas (obras contrato y otros actos), para personas naturales  y juridicas extranjeras.? Respuesta:",recabar requisitos indicadosrealizar pagos correspondientes banco union debe tomar cuenta vigencia deposito dia habiles llenar imprimir formulario solicitud registro derecho autor encuentra paginas web institucion wwwsenapigobbo wwwsenapicom debe consignar manera clara siguiente informacion datos obra datos autor autores si ma imprimir anexo formulario varios autores datos titular datos solicitante tramite registro presentacion requisitos orden numerado dentro manila cerrar rotular ventanillas oficinas senapi derivacion ventanilla previa verificacion requisitos canje depositos direccion derecho autor caso tener requisitos orden funcionario elabora resolucion administrativa registro caso tener requisitos orden debe ser subsanados volver punto recoger documento registro ventanilla unica regional plazo dia habiles administrativos
"Pregunta: ¿Qué duración tiene el trámite Registro de obras artísticas (obras contrato y otros actos), para personas naturales  y juridicas extranjeras.? Respuesta:","0 meses, 5.0 días, Desconocido horas, Desconocido minutos."
"Pregunta: ¿Qué costo tiene el trámite Registro de obras artísticas (obras contrato y otros actos), para personas naturales  y juridicas extranjeras.? Respuesta:",Bs. 100.
"Pregunta: ¿Cuál es el objetivo del trámite Registro de obras artísticas (obras contrato y otros actos), para personas naturales  y juridicas extranjeras.? Respuesta:",autor titular puede solicitar registro direccion objeto obtener mayor seguridad juridica respecto obras literarias artisticas cientificas ademas contratos actos versen derecho autor derechos conexos expresion conjunto instrucciones mediante palabras codigos plane cualquier forma ser incorporadas dispositivo lectura automatizada capaz hacer ordenador aparato electronico similar capaz elaborar informaciones ejecute determinada tarea u obtenga determinado resultado programa ordenador comprende tambien documentacion tecnica manuales uso • si contenido obra existieran fotografias cuadros imagenes etc debera citar fuente obtenidos ademas citar bibliografia consultada • solicitude registro incluyan logotipos institucionales marcas fotografias imagen personal u obras general cuyo periodo proteccion siga vigente debe presentarse correspondientes autorizaciones expresas uso • trate solicitude registros compilaciones literaria artisticas cientificas debera mencionar titulo compilacion individualizar obras conforman debiendo llenar formulario cada obra • admiten tachaduras enmendaduras escrituras toda vez documentacion presentada constituye declaracion jurada
"Pregunta: ¿Qué pasos debo seguir para realizar el trámite Registro de obras artísticas (obras contrato y otros actos), para personas naturales  y juridicas extranjeras.? Respuesta:",recabar requisitos indicadosrealizar pagos correspondientes banco union debe tomar cuenta vigencia deposito dia habiles llenar imprimir formulario solicitud registro derecho autor encuentra paginas web institucion wwwsenapigobbo wwwsenapicom debe consignar manera clara siguiente informacion datos obra datos autor autores si ma imprimir anexo formulario varios autores datos titular datos solicitante tramite registro presentacion requisitos orden numerado dentro manila cerrar rotular ventanillas oficinas senapi derivacion ventanilla previa verificacion requisitos canje depositos direccion derecho autor caso tener requisitos orden funcionario elabora resolucion administrativa registro caso tener requisitos orden debe ser subsanados volver punto recoger documento registro ventanilla unica regional plazo dia habiles administrativos
"Pregunta: ¿Qué duración tiene el trámite Registro de obras artísticas (obras contrato y otros actos), para personas naturales  y juridicas extranjeras.? Respuesta:","0 meses, 5.0 días, Desconocido horas, Desconocido minutos."
"Pregunta: ¿Qué costo tiene el trámite Registro de obras artísticas (obras contrato y otros actos), para personas naturales  y juridicas extranjeras.? Respuesta:",Bs. 60.
"Pregunta: ¿Cuál es el objetivo del trámite Registro de obras artísticas (obras contrato y otros actos), para personas naturales  y juridicas extranjeras.? Respuesta:",autor titular puede solicitar registro direccion objeto obtener mayor seguridad juridica respecto obras literarias artisticas cientificas ademas contratos actos versen derecho autor derechos conexos expresion conjunto instrucciones mediante palabras codigos plane cualquier forma ser incorporadas dispositivo lectura automatizada capaz hacer ordenador aparato electronico similar capaz elaborar informaciones ejecute determinada tarea u obtenga determinado resultado programa ordenador comprende tambien documentacion tecnica manuales uso • si contenido obra existieran fotografias cuadros imagenes etc debera citar fuente obtenidos ademas citar bibliografia consultada • solicitude registro incluyan logotipos institucionales marcas fotografias imagen personal u obras general cuyo periodo proteccion siga vigente debe presentarse correspondientes autorizaciones expresas uso • trate solicitude registros compilaciones literaria artisticas cientificas debera mencionar titulo compilacion individualizar obras conforman debiendo llenar formulario cada obra • admiten tachaduras enmendaduras escrituras toda vez documentacion presentada constituye declaracion jurada
"Pregunta: ¿Qué pasos debo seguir para realizar el trámite Registro de obras artísticas (obras contrato y otros actos), para personas naturales  y juridicas extranjeras.? Respuesta:",recabar requisitos indicadosrealizar pagos correspondientes banco union debe tomar cuenta vigencia deposito dia habiles llenar imprimir formulario solicitud registro derecho autor encuentra paginas web institucion wwwsenapigobbo wwwsenapicom debe consignar manera clara siguiente informacion datos obra datos autor autores si ma imprimir anexo formulario varios autores datos titular datos solicitante tramite registro presentacion requisitos orden numerado dentro manila cerrar rotular ventanillas oficinas senapi derivacion ventanilla previa verificacion requisitos canje depositos direccion derecho autor caso tener requisitos orden funcionario elabora resolucion administrativa registro caso tener requisitos orden debe ser subsanados volver punto recoger documento registro ventanilla unica regional plazo dia habiles administrativos
"Pregunta: ¿Qué duración tiene el trámite Registro de obras artísticas (obras contrato y otros actos), para personas naturales  y juridicas extranjeras.? Respuesta:","0 meses, 5.0 días, Desconocido horas, Desconocido minutos."
"Pregunta: ¿Qué costo tiene el trámite Registro de obras artísticas (obras contrato y otros actos), para personas naturales  y juridicas extranjeras.? Respuesta:",Bs. 60.
"Pregunta: ¿Cuál es el objetivo del trámite Registro de obras artísticas (obras contrato y otros actos), para personas naturales  y juridicas extranjeras.? Respuesta:",autor titular puede solicitar registro direccion objeto obtener mayor seguridad juridica respecto obras literarias artisticas cientificas ademas contratos actos versen derecho autor derechos conexos expresion conjunto instrucciones mediante palabras codigos plane cualquier forma ser incorporadas dispositivo lectura automatizada capaz hacer ordenador aparato electronico similar capaz elaborar informaciones ejecute determinada tarea u obtenga determinado resultado programa ordenador comprende tambien documentacion tecnica manuales uso • si contenido obra existieran fotografias cuadros imagenes etc debera citar fuente obtenidos ademas citar bibliografia consultada • solicitude registro incluyan logotipos institucionales marcas fotografias imagen personal u obras general cuyo periodo proteccion siga vigente debe presentarse correspondientes autorizaciones expresas uso • trate solicitude registros compilaciones literaria artisticas cientificas debera mencionar titulo compilacion individualizar obras conforman debiendo llenar formulario cada obra • admiten tachaduras enmendaduras escrituras toda vez documentacion presentada constituye declaracion jurada
"Pregunta: ¿Qué pasos debo seguir para realizar el trámite Registro de obras artísticas (obras contrato y otros actos), para personas naturales  y juridicas extranjeras.? Respuesta:",recabar requisitos indicadosrealizar pagos correspondientes banco union debe tomar cuenta vigencia deposito dia habiles llenar imprimir formulario solicitud registro derecho autor encuentra paginas web institucion wwwsenapigobbo wwwsenapicom debe consignar manera clara siguiente informacion datos obra datos autor autores si ma imprimir anexo formulario varios autores datos titular datos solicitante tramite registro presentacion requisitos orden numerado dentro manila cerrar rotular ventanillas oficinas senapi derivacion ventanilla previa verificacion requisitos canje depositos direccion derecho autor caso tener requisitos orden funcionario elabora resolucion administrativa registro caso tener requisitos orden debe ser subsanados volver punto recoger documento registro ventanilla unica regional plazo dia habiles administrativos
"Pregunta: ¿Qué duración tiene el trámite Registro de obras artísticas (obras contrato y otros actos), para personas naturales  y juridicas extranjeras.? Respuesta:","0 meses, 5.0 días, Desconocido horas, Desconocido minutos."
"Pregunta: ¿Qué costo tiene el trámite Registro de obras artísticas (obras contrato y otros actos), para personas naturales  y juridicas extranjeras.? Respuesta:",Bs. 60.
